county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
UNION,Mar,3,416,257,799999,875000,4.79,33000,6.98,67095,27.2,55,
UNION,Apr,4,473,295,859000,950000,6.17,51000,8.17,79034,19.3,53,
UNION,May,5,612,404,850000,929500,7.86,61000,8.79,85455,23.0,50,
UNION,Jun,6,755,528,884000,960500,7.76,64250,8.85,89075,18.2,60,
UNION,Jul,7,1000,618,875000,950500,6.13,51000,7.64,72239,21.4,61,
UNION,Aug,8,961,647,879000,936000,5.12,41000,6.52,63822,24.9,63,
UNION,Sep,9,529,316,849000,877500,3.78,30000,5.17,47781,33.2,61,
UNION,Oct,10,525,300,788944,832500,3.78,26000,5.17,45339,29.7,59,
UNION,Nov,11,491,299,799000,835028,3.71,27000,5.84,52317,31.8,57,
UNION,Dec,12,522,314,826500,865000,3.71,20100,5.16,45052,33.8,61,
