town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Randolph,972,615,749888,783500,3.86,26000,5.09,37446,29.6,64,
Roseland,256,95,750000,779000,5.46,40001,6.46,50607,25.3,65,
Scotch Plains,898,573,819000,875500,5.09,36000,6.83,60400,27.7,61,
Short Hills,592,427,2188000,2275000,3.34,56000,5.21,82677,40.7,66,
South Orange,708,468,925000,1072551,9.1,75060,11.42,112274,17.3,61,
South Plainfield,793,484,535000,555000,3.05,15100,3.86,19414,27.9,65,
Springfield,668,370,629000,663750,4.0,21500,4.84,31598,26.5,63,
Stirling,99,59,625000,670000,3.7,21000,4.81,35340,30.5,61,
Summit,930,635,1275000,1400000,7.33,76000,8.8,111781,26.8,61,
Totowa,375,157,599900,625000,3.57,21000,3.29,15598,30.6,74,
Towaco,153,111,709900,750000,2.29,21000,4.43,42750,33.3,64,
Verona,680,366,649450,728312,6.13,31000,8.59,65789,29.8,61,
Warren,775,466,1157500,1180000,0.0,0,0.78,1390,56.7,73,
Watchung,238,162,983750,999000,0.0,0,1.91,12243,52.5,76,
Wayne,2026,1173,675000,712000,4.51,28100,5.32,37593,24.6,66,
West Caldwell,123,45,699000,750000,10.19,60100,8.77,58434,17.8,62,
West Orange,2148,1124,600000,655000,7.3,40550,8.58,54438,21.2,62,
Westfield,1335,883,1150000,1270000,5.45,58750,7.35,78026,26.7,60,
Woodbridge,793,488,429000,450000,2.71,11250,3.8,16185,31.1,68,
Woodland Park,813,381,587811,602000,3.73,20100,4.67,27003,28.9,68,
