county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
MIDDLESEX,Oct,10,510,322,549000,575000,2.35,11250,3.03,13755,32.9,69,
MIDDLESEX,Nov,11,480,285,569000,580000,2.05,11000,3.24,16551,34.0,69,
MIDDLESEX,Dec,12,478,285,560000,580000,1.76,10000,2.76,15021,37.9,69,
MORRIS,Jan,1,634,344,764450,785000,0.7,5100,2.19,13178,42.4,80,
MORRIS,Feb,2,554,279,719000,740000,0.8,4000,2.56,18345,44.4,76,
MORRIS,Mar,3,630,374,749000,782500,3.23,21500,5.0,45628,35.8,57,
MORRIS,Apr,4,742,454,799000,830000,4.88,35100,6.44,53975,26.0,57,
MORRIS,May,5,921,573,825000,875000,6.22,50000,7.25,64915,23.7,57,
MORRIS,Jun,6,1111,736,799000,855500,5.12,40000,6.14,57781,25.7,62,
MORRIS,Jul,7,1247,719,799900,850000,5.01,40000,5.91,51373,26.8,66,
MORRIS,Aug,8,1127,683,753900,800000,4.35,28777,5.34,42503,28.4,64,
MORRIS,Sep,9,837,491,765000,800000,3.57,25000,4.32,28918,35.2,68,
MORRIS,Oct,10,851,476,750000,800000,2.94,20050,4.06,29275,36.3,62,
MORRIS,Nov,11,814,452,725000,757500,2.51,16000,3.86,30324,35.0,63,
MORRIS,Dec,12,830,485,750000,791000,0.76,5000,3.0,20792,45.2,67,
SOMERSET,Jan,1,371,227,669000,676000,0.7,4999,2.16,5555,45.8,72,
SOMERSET,Feb,2,301,194,599000,595000,0.0,0,1.53,3978,53.1,73,
SOMERSET,Mar,3,344,236,627450,650750,2.04,14000,2.8,19369,38.1,61,
SOMERSET,Apr,4,406,276,677000,715000,3.33,23000,5.0,30981,32.2,59,
SOMERSET,May,5,504,356,699000,750000,3.99,26000,5.06,35483,29.2,58,
SOMERSET,Jun,6,584,441,715000,750000,4.5,30000,4.96,34467,23.8,60,
SOMERSET,Jul,7,721,490,775000,800500,4.08,25550,4.23,26271,28.2,63,
SOMERSET,Aug,8,669,429,739000,750000,2.78,20000,3.83,28472,32.2,64,
SOMERSET,Sep,9,522,366,700000,740000,2.6,15100,3.09,16985,35.0,61,
SOMERSET,Oct,10,506,329,679900,695000,1.69,10000,2.82,14001,41.6,63,
SOMERSET,Nov,11,490,309,680000,710000,1.01,5000,2.33,1939,44.7,62,
SOMERSET,Dec,12,479,315,650000,675000,0.2,1000,1.67,3802,46.0,63,
UNION,Jan,1,409,231,799000,828500,3.37,21000,4.93,45294,39.4,71,
UNION,Feb,2,317,184,799000,832500,3.89,25550,4.63,41864,33.2,71,
UNION,Mar,3,411,256,799999,875000,5.0,33950,7.0,67259,27.3,55,
UNION,Apr,4,471,295,864900,950000,6.17,51000,8.18,79122,19.3,53,
UNION,May,5,605,402,850000,937500,7.86,61000,8.78,85597,23.1,53,
UNION,Jun,6,743,528,884000,960500,7.76,64250,8.88,89293,18.0,60,
UNION,Jul,7,795,478,875000,935000,6.16,50550,7.6,69914,20.9,62,
UNION,Aug,8,801,516,866950,922500,5.29,42500,6.66,65572,23.8,62,
UNION,Sep,9,524,314,849000,880000,3.78,30000,5.2,48035,33.1,61,
UNION,Oct,10,522,299,789000,835000,3.79,26000,5.19,45487,29.8,59,
UNION,Nov,11,490,298,799000,837014,3.77,27000,5.86,52506,31.5,57,
UNION,Dec,12,520,311,829000,870000,3.58,20100,5.15,44998,33.8,60,
