town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Mountain Lakes,115,115,1125000,1200000,2.73,30000,4.72,49540,34.8,76,
Mountainside,162,162,919000,980000,4.42,35000,6.12,56437,30.9,66,
New Providence,294,294,850000,927500,8.53,71000,9.09,86073,20.1,55,
North Caldwell,49,48,998995,1175000,4.25,40500,6.31,55761,31.2,58,
North Haledon,212,211,645900,660000,2.53,16000,3.87,23278,31.3,72,
Nutley,460,460,624950,653000,4.44,25000,5.4,31041,27.8,67,
Parsippany-Troy Hills,421,419,650000,685000,4.88,29423,5.26,31612,27.2,57,
Pompton Lakes,262,262,477500,510000,4.55,20000,5.84,26247,26.7,66,
Pompton Plains,178,178,599000,625000,3.59,20001,3.66,18454,29.8,62,
Randolph,536,536,742000,780000,4.01,28500,5.25,39161,26.7,64,
Roseland,85,85,750000,775000,5.88,40100,6.58,50431,24.7,64,
Scotch Plains,477,476,817000,875250,5.63,47750,7.23,64374,25.4,61,
Short Hills,359,358,2095000,2224000,4.29,83000,5.64,88460,36.3,67,
South Orange,407,405,925000,1079999,9.65,80000,11.87,115548,15.3,61,
South Plainfield,160,160,529000,550000,3.35,20000,3.83,20021,23.8,66,
Springfield,335,335,629000,665000,3.88,21000,4.84,31711,26.6,62,
Stirling,49,49,625000,670000,5.09,36000,5.57,35930,28.6,58,
Summit,540,539,1200000,1335000,8.57,91000,9.37,117741,23.6,61,
Totowa,142,141,599999,635000,3.59,25100,3.6,17529,30.5,73,
Towaco,99,99,715000,755000,3.51,25000,4.62,45722,32.3,64,
Verona,337,332,649950,732500,6.35,32000,8.6,65178,30.1,61,
Warren,429,428,1157500,1180000,0.0,0,0.83,2547,56.5,74,
Watchung,139,139,950000,985000,0.0,0,1.74,10333,51.1,76,
Wayne,1051,1049,672000,712000,4.68,30100,5.52,38451,23.4,66,
West Caldwell,40,40,674450,745000,10.19,63555,8.78,59309,20.0,62,
West Orange,994,991,600000,658000,7.77,45000,8.78,55879,20.3,62,
Westfield,760,759,1150000,1275000,5.77,61000,7.65,81480,25.2,58,
Woodbridge,81,81,449900,490000,4.84,20100,4.5,20203,19.8,63,
Woodland Park,348,348,588406,603500,3.73,20100,4.67,27155,28.4,68,
