town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Livingston,1453,664,999950,1110000,2.12,25000,4.91,42386,39.3,67,
Long Valley,506,331,680000,715000,3.47,23100,3.97,24580,30.5,62,
Madison,549,359,1049000,1160000,5.0,51000,7.33,76469,29.2,64,
Maplewood,1064,713,850000,999000,10.07,85445,12.59,115953,18.8,56,
Martinsville,166,119,775000,810000,2.65,20000,3.42,22948,35.3,64,
Mendham,399,318,1072500,1072500,0.11,1000,2.21,8313,49.7,68,
Mendham Township,123,52,1189500,1187500,0.8,10000,1.59,9084,42.3,70,
Metuchen,657,423,670000,700000,4.0,25000,5.25,36266,27.4,62,
Millburn,314,202,1191944,1282500,6.29,63500,7.71,83780,29.7,60,
Millington,108,75,849000,875000,4.14,31000,4.42,39860,26.7,62,
Montclair,1487,763,989000,1200000,17.14,158143,17.96,193518,14.9,60,
Montville,647,248,739500,781250,3.91,29805,4.21,29644,30.6,69,
Morris Plains,870,489,675000,710000,4.01,25100,5.2,36524,27.4,59,
Morris Township,407,217,799000,850000,4.0,30000,5.75,47023,28.6,62,
Morristown,1341,850,779000,815000,3.13,23000,4.91,39563,35.3,64,
Mountain Lakes,238,133,1100000,1200000,2.46,26000,4.58,47851,36.1,76,
Mountainside,295,187,919000,980000,4.13,33050,6.04,55848,32.1,65,
New Providence,469,323,850000,930000,8.3,71000,8.96,84652,21.1,54,
North Caldwell,99,53,995000,1055000,4.2,40000,6.0,54561,32.1,58,
North Haledon,515,224,647394,660000,2.31,15500,3.78,22700,32.1,71,
Nutley,1070,506,617000,650000,4.73,25000,5.55,31701,27.9,67,
Parsippany-Troy Hills,1243,448,650000,685000,4.85,27750,5.3,31231,27.9,57,
Pompton Lakes,531,282,477500,510000,4.63,20050,5.82,26230,25.9,66,
Pompton Plains,318,189,599000,625000,3.64,20100,3.74,19283,29.6,62,
Randolph,949,597,745000,780000,3.89,26000,5.19,38384,28.8,64,
Roseland,247,94,750000,777000,5.67,40050,6.56,50911,24.5,64,
Scotch Plains,870,553,799999,875000,5.45,40000,6.93,61337,27.3,61,
Short Hills,575,413,2188000,2268000,3.23,56000,5.12,80061,40.7,66,
South Orange,691,455,925000,1070102,9.11,76000,11.43,112297,16.7,61,
South Plainfield,778,475,529999,555000,3.23,18000,4.08,20528,26.7,65,
Springfield,651,359,625000,662000,4.01,21000,4.84,31529,26.7,63,
Stirling,96,57,625000,680000,5.09,36000,5.65,36878,29.8,58,
Summit,917,625,1274999,1400000,7.18,75000,8.78,111165,26.7,61,
Totowa,369,153,599900,625000,3.57,21000,3.28,15423,30.7,73,
Towaco,148,107,714900,750000,2.38,21000,4.49,43721,33.6,64,
Verona,668,360,649450,728312,6.25,31500,8.63,65866,30.0,61,
Warren,762,459,1165000,1180000,0.0,0,0.71,704,56.9,73,
Watchung,234,159,982500,999000,0.0,0,1.97,12939,51.6,76,
Wayne,1987,1145,670000,710000,4.51,29999,5.35,37593,24.4,66,
West Caldwell,123,45,699000,750000,10.19,60100,8.77,58434,17.8,62,
West Orange,2074,1094,600000,655000,7.3,41000,8.57,54250,21.3,62,
Westfield,1313,867,1150000,1265000,5.55,60000,7.41,78355,26.3,59,
Woodbridge,786,483,429000,450000,2.7,11000,3.76,16015,31.3,68,
Woodland Park,791,373,587500,601000,3.73,20100,4.68,27014,28.7,67,
