town,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
Mountainside,319,204,921950,980000,3.34,30550,5.39,47633,34.8,64,
New Providence,492,340,870000,936000,8.29,71000,8.97,84375,20.9,55,
North Caldwell,116,60,952500,1052500,3.4,27000,5.11,47532,38.3,63,
North Haledon,545,240,642950,660000,2.31,15500,3.77,22686,33.3,72,
Nutley,1116,522,619700,651500,4.81,25001,5.61,32069,27.4,67,
Parsippany-Troy Hills,1287,476,650000,686934,4.76,26000,5.19,30787,28.6,57,
Pompton Lakes,555,296,479000,515000,4.63,20050,5.77,26246,25.7,65,
Pompton Plains,328,197,599000,625000,3.72,20100,3.77,19803,29.9,62,
Randolph,1007,636,749894,785000,3.81,26000,5.06,37456,29.7,64,
Roseland,268,102,755000,790500,5.32,39500,6.46,50527,26.5,66,
Scotch Plains,921,500,799900,872560,4.84,35000,6.58,58137,28.6,62,
Short Hills,606,436,2188000,2277500,3.22,56000,5.2,82411,40.8,66,
South Orange,727,480,927000,1076500,9.18,76000,11.42,112426,17.9,61,
South Plainfield,813,498,537000,557250,2.88,15100,3.81,19253,28.1,66,
Springfield,688,386,629450,670000,4.01,22500,4.87,31978,26.7,63,
Stirling,102,61,625000,670000,3.7,21000,4.8,35434,29.5,61,
Summit,950,649,1275000,1415000,7.53,80000,8.82,112391,26.7,61,
Totowa,378,158,599900,625000,3.58,21000,3.33,15986,30.4,73,
Towaco,162,117,714900,750000,2.29,21000,4.68,45251,32.5,64,
Verona,700,377,659000,735000,6.28,32000,8.62,66199,29.4,61,
Warren,786,476,1177000,1186250,0.0,0,0.73,901,56.9,73,
Watchung,244,167,989000,999000,0.0,0,1.77,10657,53.3,76,
Wayne,2067,1199,675000,715000,4.55,30000,5.37,38161,24.4,66,
West Caldwell,123,45,699000,750000,10.19,60100,8.77,58434,17.8,62,
West Orange,2202,1154,600000,655000,7.29,41000,8.54,54316,21.3,62,
Westfield,1359,901,1150000,1270000,5.42,56000,7.26,76965,27.1,60,
Woodbridge,809,502,429000,450000,2.68,11000,3.74,15978,32.1,69,
Woodland Park,835,393,589000,605000,3.6,20000,4.56,26147,29.5,68,
