county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
UNION,Feb,2,319,184,799000,836225,4.14,26500,4.69,42326,32.6,70,
UNION,Mar,3,416,257,799999,875000,4.79,33000,6.98,67095,27.2,55,
UNION,Apr,4,473,293,859000,950000,6.06,51000,8.05,78208,19.5,53,
UNION,May,5,613,391,850000,930000,7.68,61000,8.61,84499,23.3,50,
UNION,Jun,6,755,519,879000,960000,7.63,62500,8.88,89574,18.1,60,
UNION,Jul,7,1000,610,875000,951150,6.18,51000,7.64,72278,21.3,61,
UNION,Aug,8,1021,658,879000,944675,5.2,41000,6.6,64577,24.6,64,
UNION,Sep,9,631,396,849000,882500,3.45,26000,4.86,44657,33.8,62,
UNION,Oct,10,525,290,786944,830000,3.87,26056,5.28,45926,29.7,58,
UNION,Nov,11,491,286,799000,845900,3.54,25550,5.75,52357,32.2,58,
UNION,Dec,12,524,308,832000,872500,3.23,20050,5.13,44516,34.1,62,
