address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
88 W NORTHFIELD ROAD,07039,Livingston,2024-08-04,2024-05-24,,1380000,1555000,12.68,Single Family,,"listing_scrape,nj_records"
4305 Pointe Gate Dr Unit 4305,07039,Livingston,2024-08-04,2024-05-28,,650000,740000,13.85,Condo,,"listing_scrape,nj_records"
12 Audobon Rd,07039,Livingston,2024-08-04,2024-05-29,,859000,950000,10.59,Single Family,,listing_scrape
28 PRESTON DR,07039,Livingston,2024-08-04,2024-05-30,,1725000,1699000,-1.51,Single Family,year_built,"listing_scrape,nj_records"
5 FREDON DR,07039,Livingston,2024-08-04,2024-05-30,,1375000,1635000,18.91,Single Family,,"listing_scrape,nj_records"
3 Split Rock Rd,07039,Livingston,2024-08-04,2024-06-03,,2900000,2900000,0.0,Single Family,,listing_scrape
58 BELMONT DR,07039,Livingston,2024-06-11,2024-06-07,,725000,830000,14.48,Single Family,,"listing_scrape,nj_records"
42 CARILLON CIRCLE,07039,Livingston,2024-06-21,2024-06-12,,799000,850000,6.38,Townhouse,year_built,"listing_scrape,nj_records"
6 HASTINGS LANE,07039,Livingston,2024-07-29,2024-07-25,,1350000,1654000,22.52,Single Family,,"listing_scrape,nj_records"
40 CONCORD DRIVE,07039,Livingston,2024-10-22,2024-08-02,,899000,910000,1.22,Single Family,,"listing_scrape,nj_records"
1206 POINTE GATE DRIVE,07039,Livingston,2024-10-17,2024-10-16,,675000,742000,9.93,Condo,,"listing_scrape,nj_records"
5 FALCON COURT,07039,Livingston,2024-11-08,2024-11-01,,1600000,1668056,4.25,Single Family,sold_price,"listing_scrape,nj_records"
374 W Northfield Rd,07039,Livingston,2024-12-12,2024-12-11,,799000,825000,3.25,Single Family,,listing_scrape
47 Stonewall Dr,07039,Livingston,2024-12-27,2024-12-26,,1800000,1850000,2.78,Single Family,,listing_scrape
75 Falcon Rd,07039,Livingston,2025-03-15,2025-02-04,,999900,1050000,5.01,Single Family,,listing_scrape
15 Devonshire Rd,07039,Livingston,2025-02-27,2025-02-26,,2585000,2585000,0.0,Single Family,,listing_scrape
9 Carillon Cir,07039,Livingston,2025-05-23,2025-03-19,,1245000,1245000,0.0,Single Family,,listing_scrape
8 Marberne Ter,07039,Livingston,2025-04-08,2025-04-07,,1198000,1220000,1.84,Single Family,,listing_scrape
3404 Pointe Gate Dr,07039,Livingston,2025-07-02,2025-04-22,,410000,405000,-1.22,Condo,,listing_scrape
31 Aspen Dr,07039,Livingston,2025-04-30,2025-04-29,,1500000,1500000,0.0,Single Family,,listing_scrape
13 Elmwood Dr,07039,Livingston,2025-07-08,2025-04-30,,1500000,1560000,4.0,Single Family,,listing_scrape
85 W McClellan Ave,07039,Livingston,2025-05-16,2025-05-15,,1500000,1500000,0.0,Single Family,,listing_scrape
4 Drummond Ter,07039,Livingston,2025-08-08,2025-05-20,,850000,875000,2.94,Single Family,,listing_scrape
511 Binghampton Ln,07039,Livingston,2025-06-03,2025-06-02,,1075000,1090000,1.4,Condo,,listing_scrape
51 Stonewall Dr,07039,Livingston,2025-06-27,2025-06-26,,1650000,1625000,-1.52,Single Family,,listing_scrape
30 Mountain Ridge Dr,07039,Livingston,2025-09-17,2025-07-15,,2249000,2502000,11.25,Single Family,,listing_scrape
9 Baker Rd,07039,Livingston,2025-10-11,2025-07-28,,999000,1100000,10.11,Single Family,,listing_scrape
55 Rockledge Dr,07039,Livingston,2025-08-01,2025-07-31,,1525000,1525000,0.0,Single Family,,listing_scrape
17 Rumson Rd,07039,Livingston,2025-08-05,2025-08-04,,1825000,1825000,0.0,Single Family,,listing_scrape
43 Rumson Rd,07039,Livingston,2025-08-30,2025-08-29,,1375000,1400000,1.82,Single Family,,listing_scrape
2 Ambrosia Ct,07039,Livingston,2025-09-13,2025-09-12,,799000,787000,-1.5,Condo,,listing_scrape
11 Homestead Ter,07039,Livingston,2025-10-17,2025-10-16,,1150000,1300000,13.04,Single Family,,listing_scrape
17 Cliffside Dr,07039,Livingston,2025-10-28,2025-10-27,,950000,950000,0.0,Single Family,,listing_scrape
301 Edmonton Ct,07039,Livingston,2026-04-30,2025-11-26,,670000,670000,0.0,Condo,,listing_scrape
4 Foxcroft Dr,07039,Livingston,2025-12-05,2025-12-01,,1070000,1070000,0.0,Single Family,,listing_scrape
24 E Harrison Pl,07039,Livingston,2026-03-25,2026-02-02,,799000,815888,2.11,Single Family,,listing_scrape
44 Laurel Ave,07039,Livingston,2026-04-19,2026-02-04,,1090000,1090000,0.0,Single Family,,listing_scrape
51 Winchester Rd,07039,Livingston,2026-04-19,2026-02-05,,925000,925000,0.0,Single Family,,listing_scrape
26 Cobblewood Rd,07039,Livingston,2026-03-04,2026-03-02,,1775000,1775000,0.0,Single Family,,listing_scrape
38 Knollwood Dr,07039,Livingston,2026-04-23,2026-03-19,,1250000,1250000,0.0,Single Family,,listing_scrape
33 Belmont Dr,07039,Livingston,2026-06-07,2026-03-30,,850000,850000,0.0,Single Family,,listing_scrape
25 Edgemere Rd,07039,Livingston,2026-04-11,2026-04-10,,750000,871000,16.13,Single Family,,listing_scrape
16 Country Club Rd,07039,Livingston,2026-06-12,2026-06-11,,889000,911000,2.47,Single Family,,listing_scrape
14 Braeburn Ct,07039,Livingston,2026-06-19,2026-06-18,,950000,950000,0.0,Townhouse,,listing_scrape
56 Eastbrook Ter,07039,Livingston,2026-07-09,2026-07-08,,1218000,1300000,6.73,Single Family,,listing_scrape
76 ORCHARD ROAD,07040,Maplewood,2023-07-11,2023-07-07,,489000,495000,1.23,Single Family,,"listing_scrape,nj_records"
616 S Orange Ave Apt 5K,07040,Maplewood,2024-08-30,2023-09-12,,575000,575000,0.0,Condo,,listing_scrape
273 BOYDEN AVENUE,07040,Maplewood,2023-12-12,2023-12-07,0,559000,559000,0.0,Multi-Family,,"listing_scrape,nj_records"
117 MAPLEWOOD AVENUE,07040,Maplewood,2024-03-13,2023-12-08,,999900,882617,-11.73,Single Family,,"listing_scrape,nj_records"
245 WYOMING AVENUE,07040,Maplewood,2024-03-13,2023-12-08,,849000,1065000,25.44,Single Family,,"listing_scrape,nj_records"
9-13 HUDSON AVENUE,07040,Maplewood,2024-03-13,2023-12-13,,449900,449900,0.0,Single Family,,"listing_scrape,nj_records"
30 CLAREMONT AVENUE,07040,Maplewood,2024-03-13,2023-12-14,,1825000,2025000,10.96,Single Family,,"listing_scrape,nj_records"
534 Academy St,07040,Maplewood,2024-03-13,2023-12-15,,750000,725000,-3.33,Single Family,,listing_scrape
13 North Cres,07040,Maplewood,2024-03-13,2023-12-18,,1190000,1300000,9.24,Single Family,,listing_scrape
