county,town,close_month,month_num,sales_all,n_lag,median_days_list_to_close,pct_listed_same_month,pct_listed_1mo_before,pct_listed_2mo_before,pct_listed_3mo_before,pct_listed_4mo_or_more_before,pct_fresh,pct_aged,thin
ESSEX,Maplewood,Aug,8,99,63,62,0.0,27.0,41.3,25.4,6.3,27.0,73.0,
ESSEX,Maplewood,Sep,9,72,45,63,2.2,15.6,44.4,22.2,15.6,17.8,82.2,
ESSEX,Maplewood,Oct,10,68,40,54,2.5,45.0,25.0,10.0,17.5,47.5,52.5,
ESSEX,Maplewood,Nov,11,90,59,57,1.7,23.7,59.3,10.2,5.1,25.4,74.6,
ESSEX,Maplewood,Dec,12,79,43,51,0.0,27.9,41.9,23.3,7.0,27.9,72.1,
ESSEX,Millburn,Jan,1,17,7,71,0.0,14.3,14.3,57.1,14.3,14.3,85.7,yes
ESSEX,Millburn,Feb,2,13,5,68,0.0,20.0,60.0,20.0,0.0,20.0,80.0,yes
ESSEX,Millburn,Mar,3,19,10,42,0.0,60.0,30.0,0.0,10.0,60.0,40.0,
ESSEX,Millburn,Apr,4,21,14,63,7.1,14.3,42.9,35.7,0.0,21.4,78.6,
ESSEX,Millburn,May,5,29,17,51,0.0,35.3,47.1,5.9,11.8,35.3,64.7,
ESSEX,Millburn,Jun,6,36,20,73,0.0,10.0,55.0,30.0,5.0,10.0,90.0,
ESSEX,Millburn,Jul,7,45,29,58,0.0,24.1,51.7,10.3,13.8,24.1,75.9,
ESSEX,Millburn,Aug,8,38,25,64,4.0,16.0,48.0,16.0,16.0,20.0,80.0,
ESSEX,Millburn,Sep,9,18,15,61,0.0,6.7,53.3,33.3,6.7,6.7,93.3,
ESSEX,Millburn,Oct,10,30,18,72,5.6,22.2,22.2,33.3,16.7,27.8,72.2,
ESSEX,Millburn,Nov,11,20,11,55,0.0,18.2,81.8,0.0,0.0,18.2,81.8,
ESSEX,Millburn,Dec,12,18,10,54,0.0,10.0,70.0,20.0,0.0,10.0,90.0,
ESSEX,Montclair,Jan,1,95,43,81,0.0,2.3,39.5,27.9,30.2,2.3,97.7,
ESSEX,Montclair,Feb,2,60,20,64,0.0,40.0,15.0,30.0,15.0,40.0,60.0,
ESSEX,Montclair,Mar,3,85,44,48,4.5,27.3,52.3,9.1,6.8,31.8,68.2,
ESSEX,Montclair,Apr,4,100,51,52,3.9,41.2,33.3,15.7,5.9,45.1,54.9,
ESSEX,Montclair,May,5,139,74,53,2.7,24.3,51.4,13.5,8.1,27.0,73.0,
ESSEX,Montclair,Jun,6,176,114,58,0.0,26.3,53.5,14.9,5.3,26.3,73.7,
ESSEX,Montclair,Jul,7,209,133,66,0.8,18.0,48.9,27.1,5.3,18.8,81.2,
ESSEX,Montclair,Aug,8,150,89,66,1.1,15.7,48.3,21.3,13.5,16.9,83.1,
ESSEX,Montclair,Sep,9,96,41,67,0.0,2.4,56.1,26.8,14.6,2.4,97.6,
ESSEX,Montclair,Oct,10,95,46,51,6.5,39.1,19.6,19.6,15.2,45.7,54.3,
ESSEX,Montclair,Nov,11,119,67,52,0.0,29.9,58.2,6.0,6.0,29.9,70.1,
ESSEX,Montclair,Dec,12,124,56,54,1.8,16.1,50.0,28.6,3.6,17.9,82.1,
ESSEX,North Caldwell,Jan,1,3,2,104,0.0,0.0,0.0,50.0,50.0,0.0,100.0,yes
ESSEX,North Caldwell,Mar,3,4,3,52,0.0,33.3,66.7,0.0,0.0,33.3,66.7,yes
ESSEX,North Caldwell,Apr,4,3,1,32,0.0,100.0,0.0,0.0,0.0,100.0,0.0,yes
ESSEX,North Caldwell,Jun,6,7,1,104,0.0,0.0,0.0,0.0,100.0,0.0,100.0,yes
ESSEX,North Caldwell,Jul,7,16,9,40,0.0,55.6,33.3,0.0,11.1,55.6,44.4,yes
ESSEX,North Caldwell,Aug,8,18,10,70,0.0,0.0,60.0,30.0,10.0,0.0,100.0,
ESSEX,North Caldwell,Sep,9,10,8,56,0.0,50.0,12.5,25.0,12.5,50.0,50.0,yes
ESSEX,North Caldwell,Oct,10,12,3,58,0.0,0.0,66.7,0.0,33.3,0.0,100.0,yes
ESSEX,North Caldwell,Nov,11,16,12,52,0.0,33.3,66.7,0.0,0.0,33.3,66.7,
ESSEX,North Caldwell,Dec,12,6,1,83,0.0,0.0,0.0,100.0,0.0,0.0,100.0,yes
ESSEX,Nutley,Jan,1,51,20,66,5.0,25.0,30.0,20.0,20.0,30.0,70.0,
ESSEX,Nutley,Feb,2,47,17,62,5.9,29.4,29.4,17.6,17.6,35.3,64.7,
ESSEX,Nutley,Mar,3,70,32,80,0.0,9.4,40.6,28.1,21.9,9.4,90.6,
ESSEX,Nutley,Apr,4,57,23,69,0.0,8.7,52.2,21.7,17.4,8.7,91.3,
ESSEX,Nutley,May,5,83,38,56,0.0,21.1,55.3,18.4,5.3,21.1,78.9,
ESSEX,Nutley,Jun,6,103,36,70,0.0,25.0,30.6,19.4,25.0,25.0,75.0,
ESSEX,Nutley,Jul,7,135,70,64,2.9,7.1,55.7,25.7,8.6,10.0,90.0,
ESSEX,Nutley,Aug,8,123,60,68,0.0,11.7,51.7,23.3,13.3,11.7,88.3,
ESSEX,Nutley,Sep,9,97,51,64,0.0,15.7,43.1,23.5,17.6,15.7,84.3,
ESSEX,Nutley,Oct,10,89,31,64,0.0,19.4,41.9,25.8,12.9,19.4,80.6,
ESSEX,Nutley,Nov,11,83,33,59,3.0,12.1,54.5,21.2,9.1,15.2,84.8,
ESSEX,Nutley,Dec,12,104,41,62,0.0,17.1,48.8,24.4,9.8,17.1,82.9,
ESSEX,Roseland,Jan,1,12,6,60,0.0,16.7,66.7,0.0,16.7,16.7,83.3,yes
ESSEX,Roseland,Feb,2,11,2,75,0.0,50.0,0.0,0.0,50.0,50.0,50.0,yes
ESSEX,Roseland,Mar,3,12,6,60,0.0,16.7,66.7,0.0,16.7,16.7,83.3,yes
ESSEX,Roseland,Apr,4,11,2,148,0.0,0.0,50.0,0.0,50.0,0.0,100.0,yes
ESSEX,Roseland,May,5,30,6,60,0.0,0.0,66.7,16.7,16.7,0.0,100.0,yes
ESSEX,Roseland,Jun,6,24,13,60,0.0,30.8,30.8,30.8,7.7,30.8,69.2,
ESSEX,Roseland,Jul,7,25,9,62,0.0,22.2,33.3,22.2,22.2,22.2,77.8,yes
ESSEX,Roseland,Aug,8,27,12,68,0.0,16.7,58.3,16.7,8.3,16.7,83.3,
ESSEX,Roseland,Sep,9,20,10,78,0.0,20.0,30.0,20.0,30.0,20.0,80.0,
ESSEX,Roseland,Oct,10,25,7,68,0.0,0.0,71.4,28.6,0.0,0.0,100.0,yes
ESSEX,Roseland,Nov,11,20,8,58,0.0,25.0,62.5,12.5,0.0,25.0,75.0,yes
ESSEX,Roseland,Dec,12,24,5,67,0.0,20.0,40.0,20.0,20.0,20.0,80.0,yes
ESSEX,Short Hills,Jan,1,23,11,91,0.0,9.1,27.3,27.3,36.4,9.1,90.9,
ESSEX,Short Hills,Feb,2,22,13,70,0.0,15.4,38.5,15.4,30.8,15.4,84.6,
ESSEX,Short Hills,Mar,3,41,23,61,0.0,17.4,60.9,4.3,17.4,17.4,82.6,
ESSEX,Short Hills,Apr,4,49,33,63,0.0,33.3,33.3,27.3,6.1,33.3,66.7,
ESSEX,Short Hills,May,5,43,16,60,6.2,18.8,50.0,18.8,6.2,25.0,75.0,
ESSEX,Short Hills,Jun,6,77,58,66,3.4,10.3,55.2,22.4,8.6,13.8,86.2,
ESSEX,Short Hills,Jul,7,92,64,61,0.0,18.8,45.3,21.9,14.1,18.8,81.2,
ESSEX,Short Hills,Aug,8,60,48,78,0.0,12.5,41.7,27.1,18.8,12.5,87.5,
ESSEX,Short Hills,Sep,9,27,17,57,0.0,5.9,64.7,5.9,23.5,5.9,94.1,
ESSEX,Short Hills,Oct,10,35,16,82,6.2,18.8,25.0,18.8,31.2,25.0,75.0,
ESSEX,Short Hills,Nov,11,44,24,63,4.2,16.7,45.8,12.5,20.8,20.8,79.2,
ESSEX,Short Hills,Dec,12,45,27,65,11.1,11.1,29.6,37.0,11.1,22.2,77.8,
ESSEX,South Orange,Jan,1,31,16,78,0.0,18.8,25.0,37.5,18.8,18.8,81.2,
ESSEX,South Orange,Feb,2,32,19,47,0.0,57.9,21.1,15.8,5.3,57.9,42.1,
ESSEX,South Orange,Mar,3,38,19,51,0.0,10.5,68.4,0.0,21.1,10.5,89.5,
ESSEX,South Orange,Apr,4,53,28,54,0.0,32.1,42.9,17.9,7.1,32.1,67.9,
ESSEX,South Orange,May,5,70,37,64,0.0,24.3,56.8,13.5,5.4,24.3,75.7,
ESSEX,South Orange,Jun,6,89,64,62,3.1,20.3,48.4,26.6,1.6,23.4,76.6,
ESSEX,South Orange,Jul,7,96,64,62,3.1,17.2,43.8,26.6,9.4,20.3,79.7,
ESSEX,South Orange,Aug,8,70,44,58,0.0,18.2,50.0,22.7,9.1,18.2,81.8,
ESSEX,South Orange,Sep,9,54,30,60,6.7,26.7,36.7,20.0,10.0,33.3,66.7,
ESSEX,South Orange,Oct,10,48,26,63,0.0,34.6,23.1,26.9,15.4,34.6,65.4,
ESSEX,South Orange,Nov,11,42,32,60,0.0,15.6,71.9,9.4,3.1,15.6,84.4,
ESSEX,South Orange,Dec,12,50,27,66,3.7,14.8,44.4,33.3,3.7,18.5,81.5,
ESSEX,Verona,Jan,1,47,19,78,0.0,5.3,57.9,21.1,15.8,5.3,94.7,
ESSEX,Verona,Feb,2,35,11,124,0.0,9.1,9.1,18.2,63.6,9.1,90.9,
ESSEX,Verona,Mar,3,41,23,61,4.3,30.4,34.8,8.7,21.7,34.8,65.2,
ESSEX,Verona,Apr,4,56,31,50,3.2,41.9,38.7,6.5,9.7,45.2,54.8,
ESSEX,Verona,May,5,51,26,50,3.8,34.6,50.0,7.7,3.8,38.5,61.5,
ESSEX,Verona,Jun,6,61,37,62,0.0,27.0,40.5,27.0,5.4,27.0,73.0,
ESSEX,Verona,Jul,7,83,47,64,0.0,21.3,36.2,29.8,12.8,21.3,78.7,
ESSEX,Verona,Aug,8,61,34,61,0.0,26.5,44.1,20.6,8.8,26.5,73.5,
ESSEX,Verona,Sep,9,65,33,51,6.1,24.2,30.3,33.3,6.1,30.3,69.7,
ESSEX,Verona,Oct,10,62,27,65,3.7,18.5,37.0,29.6,11.1,22.2,77.8,
ESSEX,Verona,Nov,11,47,28,63,0.0,14.3,57.1,7.1,21.4,14.3,85.7,
ESSEX,Verona,Dec,12,43,17,48,0.0,47.1,29.4,23.5,0.0,47.1,52.9,
ESSEX,West Caldwell,Jan,1,2,1,61,0.0,0.0,100.0,0.0,0.0,0.0,100.0,yes
ESSEX,West Caldwell,Feb,2,5,1,103,0.0,0.0,0.0,100.0,0.0,0.0,100.0,yes
ESSEX,West Caldwell,Mar,3,7,3,69,0.0,0.0,66.7,0.0,33.3,0.0,100.0,yes
ESSEX,West Caldwell,Apr,4,7,2,98,0.0,0.0,50.0,0.0,50.0,0.0,100.0,yes
ESSEX,West Caldwell,Jun,6,9,5,66,0.0,20.0,60.0,20.0,0.0,20.0,80.0,yes
ESSEX,West Caldwell,Jul,7,18,4,59,0.0,25.0,75.0,0.0,0.0,25.0,75.0,yes
ESSEX,West Caldwell,Aug,8,19,6,68,0.0,16.7,50.0,16.7,16.7,16.7,83.3,yes
ESSEX,West Caldwell,Sep,9,15,5,40,0.0,80.0,20.0,0.0,0.0,80.0,20.0,yes
ESSEX,West Caldwell,Oct,10,13,5,55,0.0,20.0,40.0,20.0,20.0,20.0,80.0,yes
ESSEX,West Caldwell,Nov,11,16,6,54,0.0,0.0,83.3,16.7,0.0,0.0,100.0,yes
ESSEX,West Caldwell,Dec,12,4,1,51,0.0,0.0,100.0,0.0,0.0,0.0,100.0,yes
ESSEX,West Orange,Jan,1,130,49,78,0.0,12.2,38.8,32.7,16.3,12.2,87.8,
ESSEX,West Orange,Feb,2,106,42,82,2.4,26.2,21.4,16.7,33.3,28.6,71.4,
ESSEX,West Orange,Mar,3,128,69,52,1.4,26.1,55.1,5.8,11.6,27.5,72.5,
ESSEX,West Orange,Apr,4,168,86,56,1.2,30.2,38.4,14.0,16.3,31.4,68.6,
ESSEX,West Orange,May,5,179,78,60,0.0,20.5,51.3,10.3,17.9,20.5,79.5,
ESSEX,West Orange,Jun,6,202,119,57,0.8,28.6,47.9,16.8,5.9,29.4,70.6,
ESSEX,West Orange,Jul,7,245,119,64,0.8,17.6,42.0,24.4,15.1,18.5,81.5,
ESSEX,West Orange,Aug,8,206,102,58,2.0,22.5,41.2,20.6,13.7,24.5,75.5,
ESSEX,West Orange,Sep,9,171,91,60,1.1,28.6,35.2,22.0,13.2,29.7,70.3,
ESSEX,West Orange,Oct,10,156,61,68,0.0,24.6,39.3,24.6,11.5,24.6,75.4,
ESSEX,West Orange,Nov,11,152,78,61,1.3,17.9,44.9,15.4,20.5,19.2,80.8,
ESSEX,West Orange,Dec,12,168,87,59,0.0,16.1,46.0,21.8,16.1,16.1,83.9,
MIDDLESEX,Colonia,Jan,1,37,21,103,4.8,9.5,23.8,9.5,52.4,14.3,85.7,
MIDDLESEX,Colonia,Feb,2,32,21,100,0.0,14.3,19.0,14.3,52.4,14.3,85.7,
MIDDLESEX,Colonia,Mar,3,38,25,67,0.0,16.0,36.0,20.0,28.0,16.0,84.0,
MIDDLESEX,Colonia,Apr,4,46,29,67,0.0,24.1,34.5,20.7,20.7,24.1,75.9,
MIDDLESEX,Colonia,May,5,57,31,54,0.0,22.6,61.3,12.9,3.2,22.6,77.4,
MIDDLESEX,Colonia,Jun,6,52,37,70,0.0,8.1,48.6,24.3,18.9,8.1,91.9,
MIDDLESEX,Colonia,Jul,7,77,58,72,0.0,12.1,43.1,27.6,17.2,12.1,87.9,
MIDDLESEX,Colonia,Aug,8,48,32,77,0.0,15.6,25.0,43.8,15.6,15.6,84.4,
MIDDLESEX,Colonia,Sep,9,58,43,59,0.0,9.3,62.8,14.0,14.0,9.3,90.7,
MIDDLESEX,Colonia,Oct,10,60,33,76,0.0,12.1,39.4,21.2,27.3,12.1,87.9,
MIDDLESEX,Colonia,Nov,11,58,33,72,0.0,12.1,33.3,39.4,15.2,12.1,87.9,
MIDDLESEX,Colonia,Dec,12,43,27,66,0.0,22.2,33.3,37.0,7.4,22.2,77.8,
MIDDLESEX,Edison,Jan,1,172,97,83,1.0,12.4,28.9,29.9,27.8,13.4,86.6,
MIDDLESEX,Edison,Feb,2,170,109,78,1.8,11.9,35.8,22.0,28.4,13.8,86.2,
MIDDLESEX,Edison,Mar,3,182,96,64,1.0,19.8,42.7,16.7,19.8,20.8,79.2,
MIDDLESEX,Edison,Apr,4,211,123,67,0.8,19.5,34.1,29.3,16.3,20.3,79.7,
MIDDLESEX,Edison,May,5,199,124,68,0.8,16.9,44.4,16.9,21.0,17.7,82.3,
MIDDLESEX,Edison,Jun,6,275,181,67,0.6,16.0,47.5,22.7,13.3,16.6,83.4,
MIDDLESEX,Edison,Jul,7,323,188,67,0.5,16.0,44.1,25.0,14.4,16.5,83.5,
MIDDLESEX,Edison,Aug,8,295,152,64,0.0,23.0,42.8,17.8,16.4,23.0,77.0,
MIDDLESEX,Edison,Sep,9,258,141,64,0.0,16.3,48.2,19.1,16.3,16.3,83.7,
MIDDLESEX,Edison,Oct,10,274,135,69,0.0,17.8,41.5,30.4,10.4,17.8,82.2,
MIDDLESEX,Edison,Nov,11,242,131,69,0.0,14.5,41.2,22.9,21.4,14.5,85.5,
MIDDLESEX,Edison,Dec,12,239,133,68,3.0,13.5,42.9,23.3,17.3,16.5,83.5,
MIDDLESEX,Metuchen,Jan,1,44,30,80,6.7,20.0,23.3,26.7,23.3,26.7,73.3,
MIDDLESEX,Metuchen,Feb,2,37,22,55,9.1,36.4,22.7,13.6,18.2,45.5,54.5,
MIDDLESEX,Metuchen,Mar,3,54,38,57,2.6,23.7,44.7,13.2,15.8,26.3,73.7,
MIDDLESEX,Metuchen,Apr,4,40,22,66,0.0,27.3,54.5,9.1,9.1,27.3,72.7,
MIDDLESEX,Metuchen,May,5,47,27,64,0.0,22.2,48.1,14.8,14.8,22.2,77.8,
MIDDLESEX,Metuchen,Jun,6,63,43,61,0.0,14.0,65.1,16.3,4.7,14.0,86.0,
MIDDLESEX,Metuchen,Jul,7,77,46,57,2.2,21.7,45.7,17.4,13.0,23.9,76.1,
MIDDLESEX,Metuchen,Aug,8,64,38,59,7.9,21.1,47.4,18.4,5.3,28.9,71.1,
MIDDLESEX,Metuchen,Sep,9,53,33,62,0.0,21.2,45.5,24.2,9.1,21.2,78.8,
MIDDLESEX,Metuchen,Oct,10,45,21,68,0.0,23.8,33.3,23.8,19.0,23.8,76.2,
MIDDLESEX,Metuchen,Nov,11,63,30,54,0.0,26.7,56.7,10.0,6.7,26.7,73.3,
MIDDLESEX,Metuchen,Dec,12,46,27,70,0.0,18.5,33.3,33.3,14.8,18.5,81.5,
MIDDLESEX,South Plainfield,Jan,1,55,36,72,0.0,16.7,38.9,22.2,22.2,16.7,83.3,
MIDDLESEX,South Plainfield,Feb,2,46,29,74,6.9,24.1,13.8,31.0,24.1,31.0,69.0,
MIDDLESEX,South Plainfield,Mar,3,53,34,62,2.9,14.7,41.2,8.8,32.4,17.6,82.4,
MIDDLESEX,South Plainfield,Apr,4,57,38,66,0.0,15.8,39.5,28.9,15.8,15.8,84.2,
MIDDLESEX,South Plainfield,May,5,57,29,56,0.0,10.3,69.0,10.3,10.3,10.3,89.7,
MIDDLESEX,South Plainfield,Jun,6,60,37,61,0.0,13.5,54.1,27.0,5.4,13.5,86.5,
MIDDLESEX,South Plainfield,Jul,7,85,52,75,0.0,17.3,28.8,36.5,17.3,17.3,82.7,
